T_1,layer,2.304912870369833e-05
T_1,layer,2.964513926186218e-05
T_1,layer,3.812868361311442e-05
T_1,layer,3.812868361311442e-05
T_1,layer,6.307331161419266e-05
T_1,layer,8.112236060162632e-05
T_1,layer,0.00010433588537361852
T_1,layer,0.00010433588537361852
T_1,layer,0.00013419134038175572
T_1,layer,0.00017258866345742623
T_1,layer,0.00017258866345742623
T_1,layer,0.0002854796080782401
T_1,layer,0.0026628893499689374
T_1,layer,0.0028718611359773057
T_1,layer,0.003097190805549625
T_1,layer,0.003097190805549625
T_1,layer,0.0033401520873630308
T_1,layer,0.0036021167933108413
T_1,layer,0.0036021167933108413
T_1,layer,0.9923292826724975
T_2,layer,6.180179437113256e-06
T_2,layer,3.812868361311442e-05
T_2,layer,0.001558633215682125
T_2,layer,0.001558633215682125
T_2,layer,0.001767417761323551
T_2,layer,0.001767417761323551
T_2,layer,0.0019314657022500117
T_2,layer,0.0019314657022500117
T_2,layer,0.0019314657022500117
T_2,layer,0.002015068582678672
T_2,layer,0.002015068582678672
T_2,layer,0.002015068582678672
T_2,layer,0.05362736805901257
T_2,layer,0.09811172744697262
T_2,layer,0.9712275133198676
T_2,layer,0.9769149562857494
T_2,layer,1.0
T_2,layer,1.0
T_3,layer,6.180179437113256e-06
T_3,layer,6.180179437113256e-06
T_3,layer,6.180179437113256e-06
T_3,layer,6.180179437113256e-06
T_3,layer,6.180179437113256e-06
T_3,layer,6.180179437113256e-06
T_3,layer,6.180179437113256e-06
T_3,layer,6.180179437113256e-06
T_3,layer,2.304912870369833e-05
T_3,layer,2.964513926186218e-05
T_3,layer,2.964513926186218e-05
T_3,layer,4.903986578007987e-05
T_3,layer,8.112236060162632e-05
T_3,layer,0.0002219709641304999
T_3,layer,0.0003671534484012478
T_3,layer,0.0019681668586214347
T_3,layer,0.0019681668586214347
T_3,layer,0.0021227139926059957
T_3,layer,0.0021227139926059957
T_3,layer,0.0021227139926059957
T_3,layer,0.0022893741138039817
T_3,layer,0.0026628893499689374
T_3,layer,0.0038845621928223885
T_3,layer,0.014945774235626048
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,6.180179437113256e-06
T_4,layer,8.422760318279373e-06
T_4,layer,8.422760318279373e-06
T_4,layer,8.422760318279373e-06
T_4,layer,0.0014544765057073461
T_4,layer,0.0014544765057073461
T_4,layer,0.0019814126291688317
T_4,layer,0.0019814126291688317
T_4,layer,0.007441588134150661
T_4,layer,0.00955470283168187
T_4,layer,0.00955470283168187
T_4,layer,0.012261852144984276
T_4,layer,0.013868149278932287
T_4,layer,0.014945774235626048
T_4,layer,0.016106029385357646
T_4,layer,0.05362736805901257
T_4,layer,0.06812609143959375
T_6,layer,6.180179437113256e-06
T_6,layer,6.180179437113256e-06
T_6,layer,6.180179437113256e-06
T_6,layer,6.180179437113256e-06
T_6,layer,6.180179437113256e-06
T_6,layer,6.180179437113256e-06
T_6,layer,6.180179437113256e-06
T_6,layer,0.025179185008437875
T_9,layer,0.020146329500615387
