,timestamp,type,order_id,price,volume,direction,trader_id,stock_id,order_level,matched_order_trader_id,match_price,match_volume,match_timestamp
0,2019-06-24 13:47:10.491371,1,273062,93.9,29,1,T_1,2,1,,,,
1,2019-06-24 13:47:10.523708,1,273063,93.5,34,1,T_1,2,2,,,,
2,2019-06-24 13:47:10.556127,1,273064,93.0,27,1,T_1,2,3,,,,
3,2019-06-24 13:47:10.585947,1,273065,92.75,26,1,T_1,2,4,,,,
4,2019-06-24 13:47:10.615386,1,273066,92.5,32,1,T_1,2,5,,,,
5,2019-06-24 13:47:10.644900,1,273067,94.1,28,-1,T_1,2,1,,,,
6,2019-06-24 13:47:10.674996,1,273068,94.5,36,-1,T_1,2,2,,,,
7,2019-06-24 13:47:10.705585,1,273069,95.0,30,-1,T_1,2,3,,,,
8,2019-06-24 13:47:10.734928,1,273070,95.25,32,-1,T_1,2,4,,,,
9,2019-06-24 13:47:10.764293,1,273071,95.5,25,-1,T_1,2,5,,,,
10,2019-06-24 13:47:10.794429,1,273072,92.99,6,-1,T_1,2,-1,,,,
11,2019-06-24 13:47:10.822950,4,273072,92.99,6,-1,T_1,2,-1,T_1,92.99,6,2019-06-24 13:47:11
12,2019-06-24 13:47:10.822950,4,273062,92.99,6,1,T_1,2,-1,T_1,92.99,6,2019-06-24 13:47:10
13,2019-06-24 13:47:10.884495,1,273073,92.99,5,-1,T_1,2,-1,,,,
14,2019-06-24 13:47:10.914898,4,273073,92.99,5,-1,T_1,2,-1,T_1,92.99,5,2019-06-24 13:47:11
15,2019-06-24 13:47:10.914898,4,273062,92.99,5,1,T_1,2,-1,T_1,92.99,5,2019-06-24 13:47:10
16,2019-06-24 13:47:10.976976,1,273074,92.99,5,-1,T_1,2,-1,,,,
17,2019-06-24 13:47:11.006348,4,273074,92.99,5,-1,T_1,2,-1,T_1,92.99,5,2019-06-24 13:47:11
18,2019-06-24 13:47:11.006348,4,273062,92.99,5,1,T_1,2,-1,T_1,92.99,5,2019-06-24 13:47:10
19,2019-06-24 13:47:11.067995,1,273075,92.99,4,-1,T_2,2,-1,,,,
20,2019-06-24 13:47:11.099082,4,273075,92.99,4,-1,T_2,2,-1,T_2,92.99,4,2019-06-24 13:47:11
21,2019-06-24 13:47:11.099082,4,273062,92.99,4,1,T_1,2,-1,T_1,92.99,4,2019-06-24 13:47:10
22,2019-06-24 13:47:11.158919,1,273076,92.99,4,-1,T_2,2,-1,,,,
23,2019-06-24 13:47:11.188827,4,273076,92.99,4,-1,T_2,2,-1,T_2,92.99,4,2019-06-24 13:47:11
24,2019-06-24 13:47:11.188827,4,273062,92.99,4,1,T_1,2,-1,T_1,92.99,4,2019-06-24 13:47:10
25,2019-06-24 13:47:11.249789,1,273077,92.99,3,-1,T_2,2,-1,,,,
26,2019-06-24 13:47:11.280460,4,273077,92.99,3,-1,T_2,2,-1,T_2,92.99,3,2019-06-24 13:47:11
27,2019-06-24 13:47:11.280460,4,273062,92.99,3,1,T_1,2,-1,T_1,92.99,3,2019-06-24 13:47:10
28,2019-06-24 13:47:11.339722,1,273078,92.99,3,-1,T_2,2,-1,,,,
29,2019-06-24 13:47:11.369363,4,273078,92.99,2,-1,T_2,2,-1,T_2,92.99,2,2019-06-24 13:47:11
30,2019-06-24 13:47:11.369363,4,273078,92.99,1,-1,T_2,2,-1,T_2,92.99,1,2019-06-24 13:47:11
31,2019-06-24 13:47:11.369363,4,273062,92.99,2,1,T_1,2,-1,T_1,92.99,2,2019-06-24 13:47:10
32,2019-06-24 13:47:11.369363,4,273063,92.99,1,1,T_1,2,-1,T_1,92.99,2,2019-06-24 13:47:10
33,2019-06-24 13:47:11.489376,1,273079,92.99,3,-1,T_2,2,-1,,,,
34,2019-06-24 13:47:11.518825,4,273079,92.99,3,-1,T_2,2,-1,T_2,92.99,3,2019-06-24 13:47:11
35,2019-06-24 13:47:11.518825,4,273063,92.99,3,1,T_1,2,-1,T_1,92.99,3,2019-06-24 13:47:11
36,2019-06-24 13:47:11.578654,1,273080,94.1,1,-1,T_3,2,1,,,,
37,2019-06-24 13:47:11.609150,1,273081,94.5,1,-1,T_3,2,2,,,,
38,2019-06-24 13:47:11.639243,1,273082,95.0,1,-1,T_3,2,3,,,,
39,2019-06-24 13:47:11.668920,1,273083,95.25,1,-1,T_3,2,4,,,,
40,2019-06-24 13:47:11.698892,1,273084,94.1,1,-1,T_3,2,1,,,,
41,2019-06-24 13:47:11.729568,1,273085,94.5,1,-1,T_3,2,2,,,,
42,2019-06-24 13:47:11.758758,1,273086,95.0,1,-1,T_3,2,3,,,,
43,2019-06-24 13:47:11.789515,1,273087,95.25,1,-1,T_3,2,4,,,,
44,2019-06-24 13:47:11.822303,1,273088,94.1,1,-1,T_3,2,1,,,,
45,2019-06-24 13:47:11.853363,1,273089,94.5,1,-1,T_3,2,2,,,,
46,2019-06-24 13:47:11.882534,1,273090,95.0,1,-1,T_3,2,3,,,,
47,2019-06-24 13:47:11.911707,1,273091,95.25,1,-1,T_3,2,4,,,,
48,2019-06-24 13:47:11.941241,1,273092,93.5,1,1,T_3,2,1,,,,
49,2019-06-24 13:47:11.971152,1,273093,93.0,1,1,T_3,2,2,,,,
50,2019-06-24 13:47:12.001268,1,273094,92.75,1,1,T_3,2,3,,,,
51,2019-06-24 13:47:12.032077,1,273095,92.5,1,1,T_3,2,4,,,,
52,2019-06-24 13:47:12.061850,1,273096,94.1,1,-1,T_3,2,1,,,,
53,2019-06-24 13:47:12.092952,1,273097,94.5,1,-1,T_3,2,2,,,,
54,2019-06-24 13:47:12.122954,1,273098,95.0,1,-1,T_3,2,3,,,,
55,2019-06-24 13:47:12.153942,1,273099,95.25,1,-1,T_3,2,4,,,,
56,2019-06-24 13:47:12.186534,1,273100,94.1,1,-1,T_4,2,1,,,,
57,2019-06-24 13:47:12.217618,1,273101,94.5,1,-1,T_4,2,2,,,,
58,2019-06-24 13:47:12.248048,1,273102,95.0,1,-1,T_4,2,3,,,,
59,2019-06-24 13:47:12.277384,1,273103,95.25,1,-1,T_4,2,4,,,,
60,2019-06-24 13:47:12.306932,1,273104,94.1,1,-1,T_4,2,1,,,,
61,2019-06-24 13:47:12.336366,1,273105,94.5,1,-1,T_4,2,2,,,,
62,2019-06-24 13:47:12.364999,1,273106,95.0,1,-1,T_4,2,3,,,,
63,2019-06-24 13:47:12.395173,1,273107,95.25,1,-1,T_4,2,4,,,,
64,2019-06-24 13:47:12.424751,1,273108,93.5,1,1,T_4,2,1,,,,
65,2019-06-24 13:47:12.454247,1,273109,93.0,1,1,T_4,2,2,,,,
66,2019-06-24 13:47:12.484190,1,273110,92.75,1,1,T_4,2,3,,,,
67,2019-06-24 13:47:12.515070,1,273111,92.5,1,1,T_4,2,4,,,,
68,2019-06-24 13:47:12.547418,1,273112,94.1,1,-1,T_4,2,1,,,,
69,2019-06-24 13:47:12.576993,1,273113,94.5,1,-1,T_4,2,2,,,,
70,2019-06-24 13:47:12.607659,1,273114,95.0,1,-1,T_4,2,3,,,,
71,2019-06-24 13:47:12.637478,1,273115,95.25,1,-1,T_4,2,4,,,,
72,2019-06-24 13:47:12.669550,1,273116,94.1,1,-1,T_4,2,1,,,,
73,2019-06-24 13:47:12.698827,1,273117,94.5,1,-1,T_4,2,2,,,,
74,2019-06-24 13:47:12.728518,1,273118,95.0,1,-1,T_4,2,3,,,,
75,2019-06-24 13:47:12.759412,1,273119,95.25,1,-1,T_4,2,4,,,,
76,2019-06-24 13:47:12.790201,1,273120,92.99,3,-1,T_5,2,-1,,,,
77,2019-06-24 13:47:12.819899,4,273120,92.99,3,-1,T_5,2,-1,T_5,92.99,3,2019-06-24 13:47:13
78,2019-06-24 13:47:12.819899,4,273063,92.99,3,1,T_1,2,-1,T_1,92.99,3,2019-06-24 13:47:11
79,2019-06-24 13:47:12.880899,1,273121,92.99,2,-1,T_5,2,-1,,,,
80,2019-06-24 13:47:12.909584,4,273121,92.99,2,-1,T_5,2,-1,T_5,92.99,2,2019-06-24 13:47:13
81,2019-06-24 13:47:12.909584,4,273063,92.99,2,1,T_1,2,-1,T_1,92.99,2,2019-06-24 13:47:11
82,2019-06-24 13:47:12.969003,1,273122,92.99,2,-1,T_5,2,-1,,,,
83,2019-06-24 13:47:12.998460,4,273122,92.99,2,-1,T_5,2,-1,T_5,92.99,2,2019-06-24 13:47:13
84,2019-06-24 13:47:12.998460,4,273063,92.99,2,1,T_1,2,-1,T_1,92.99,2,2019-06-24 13:47:11
85,2019-06-24 13:47:13.060135,1,273123,92.99,2,-1,T_5,2,-1,,,,
86,2019-06-24 13:47:13.089930,4,273123,92.99,2,-1,T_5,2,-1,T_5,92.99,2,2019-06-24 13:47:13
87,2019-06-24 13:47:13.089930,4,273063,92.99,2,1,T_1,2,-1,T_1,92.99,2,2019-06-24 13:47:11
88,2019-06-24 13:47:13.151926,1,273124,92.99,2,-1,T_5,2,-1,,,,
89,2019-06-24 13:47:13.180954,4,273124,92.99,2,-1,T_5,2,-1,T_5,92.99,2,2019-06-24 13:47:13
90,2019-06-24 13:47:13.180954,4,273063,92.99,2,1,T_1,2,-1,T_1,92.99,2,2019-06-24 13:47:11
91,2019-06-24 13:47:13.245415,1,273125,92.99,2,-1,T_1,2,-1,,,,
92,2019-06-24 13:47:13.275742,4,273125,92.99,2,-1,T_1,2,-1,T_1,92.99,2,2019-06-24 13:47:13
93,2019-06-24 13:47:13.275742,4,273063,92.99,2,1,T_1,2,-1,T_1,92.99,2,2019-06-24 13:47:11
94,2019-06-24 13:47:13.336482,1,273126,92.99,1,-1,T_1,2,-1,,,,
95,2019-06-24 13:47:13.366508,4,273126,92.99,1,-1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:13
96,2019-06-24 13:47:13.366508,4,273063,92.99,1,1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:11
97,2019-06-24 13:47:13.426380,1,273127,92.99,1,-1,T_1,2,-1,,,,
98,2019-06-24 13:47:13.455747,4,273127,92.99,1,-1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:13
99,2019-06-24 13:47:13.455747,4,273063,92.99,1,1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:11
100,2019-06-24 13:47:13.515827,1,273128,92.99,1,-1,T_1,2,-1,,,,
101,2019-06-24 13:47:13.544256,4,273128,92.99,1,-1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:14
102,2019-06-24 13:47:13.544256,4,273063,92.99,1,1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:11
103,2019-06-24 13:47:13.606562,1,273129,92.99,1,-1,T_2,2,-1,,,,
104,2019-06-24 13:47:13.637151,4,273129,92.99,1,-1,T_2,2,-1,T_2,92.99,1,2019-06-24 13:47:14
105,2019-06-24 13:47:13.637151,4,273063,92.99,1,1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:11
106,2019-06-24 13:47:13.701124,1,273130,92.99,1,-1,T_2,2,-1,,,,
107,2019-06-24 13:47:13.731183,4,273130,92.99,1,-1,T_2,2,-1,T_2,92.99,1,2019-06-24 13:47:14
108,2019-06-24 13:47:13.731183,4,273063,92.99,1,1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:11
109,2019-06-24 13:47:13.792612,1,273131,92.99,1,-1,T_2,2,-1,,,,
110,2019-06-24 13:47:13.823369,4,273131,92.99,1,-1,T_2,2,-1,T_2,92.99,1,2019-06-24 13:47:14
111,2019-06-24 13:47:13.823369,4,273063,92.99,1,1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:11
112,2019-06-24 13:47:13.884657,1,273132,92.99,1,-1,T_2,2,-1,,,,
113,2019-06-24 13:47:13.914876,4,273132,92.99,1,-1,T_2,2,-1,T_2,92.99,1,2019-06-24 13:47:14
114,2019-06-24 13:47:13.914876,4,273063,92.99,1,1,T_1,2,-1,T_1,92.99,1,2019-06-24 13:47:11
115,2019-06-24 13:47:13.977828,1,273133,93.5,1,1,T_3,2,1,,,,
116,2019-06-24 13:47:14.008760,1,273134,93.0,1,1,T_3,2,2,,,,
117,2019-06-24 13:47:14.042012,1,273135,92.75,1,1,T_3,2,3,,,,
