trader,timestamp,a1_sum_buy,a1_mean_buy,a1_median_buy,a1_min_buy,a1_max_buy,a1_vol_sum_buy,a1_vol_mean_buy,a1_vol_median_buy,a1_vol_min_buy,a1_vol_max_buy, a1_sum_sell,a1_mean_sell,a1_median_sell,a1_min_sell,a1_max_sell,a1_vol_sum_sell,a1_vol_mean_sell,a1_vol_median_sell,a1_vol_min_sell,a1_vol_max_sell,diff_a1_sum_buy,diff_a1_mean_buy,diff_a1_median_buy,diff_a1_min_buy,diff_a1_max_buy,diff_a1_vol_sum_buy,diff_a1_vol_mean_buy,diff_a1_vol_median_buy,diff_a1_vol_min_buy,diff_a1_vol_max_buy, diff_a1_sum_sell,diff_a1_mean_sell,diff_a1_median_sell,diff_a1_min_sell,diff_a1_max_sell,diff_a1_vol_sum_sell,diff_a1_vol_mean_sell,diff_a1_vol_median_sell,diff_a1_vol_min_sell,diff_a1_vol_max_sell,severity,labels
T_3,2019-04-01 11:05:14,-0.5107043214600361,-0.539244959759575,-0.539244959759575,-0.5391726671663334,-0.5393096223436417,-0.22708617425624403,-0.220709412298307,-0.220709412298307,-0.220709412298307,-0.220709412298307,-0.7564054430192336,-0.7984434728356486,-0.7984434728356486,-0.798425527247009,-0.7984537629312792,-0.3454805933864684,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,0.003720543909193099,0.005066851007063983,0.005066851007063983,0.005069941268284223,0.005063591074837232,0.0057194675475611915,0.005733799427959728,0.005733799427959728,0.005733799427959728,0.005733799427959728,-1.3152736967965133,-1.4624341894450674,-1.4624341894450674,-1.4626632233725412,-1.4621870875816028,-0.2808768962779451,-0.2809381530287682,-0.2809381530287682,-0.2809381530287682,-0.2809381530287682,0.03696920929667705,1
T_3,2019-04-01 11:05:15,-0.5107043214600361,-0.539244959759575,-0.539244959759575,-0.5391726671663334,-0.5393096223436417,-0.22708617425624403,-0.220709412298307,-0.220709412298307,-0.220709412298307,-0.220709412298307,0.8469101838142702,1.055888205500785,1.055888205500785,1.0571866658776303,1.0545814574336216,-0.09551201238962398,-0.09216528681363857,-0.09216528681363857,-0.09216528681363857,-0.09216528681363857,0.003720543909193099,0.005066851007063983,0.005066851007063983,0.005069941268284223,0.005063591074837232,0.0057194675475611915,0.005733799427959728,0.005733799427959728,0.005733799427959728,0.005733799427959728,1.309542656723326,1.4560619271816901,1.4560619271816901,1.4562899631399813,1.4558159020147985,0.20852056538895275,0.2085660418680964,0.2085660418680964,0.2085660418680964,0.2085660418680964,0.020836344518680425,1
T_3,2019-04-01 11:05:16,1.1149324232128617,1.6049820078623174,1.6049820078623174,1.6082734738321127,1.601678378017012,4.389782856829137,4.4749578983388165,4.4749578983388165,4.4749578983388165,4.4749578983388165,-0.7564054430192336,-0.7984434728356486,-0.7984434728356486,-0.798425527247009,-0.7984537629312792,-0.3454805933864684,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,1.6736628316497255,2.27929045080646,2.27929045080646,2.2806805850101246,2.277823991187981,3.7971244023650987,3.8066392623307372,3.8066392623307372,3.8066392623307372,3.8066392623307372,-1.3152736967965133,-1.4624341894450674,-1.4624341894450674,-1.4626632233725412,-1.4621870875816028,-0.210962973182674,-0.21100898232921614,-0.21100898232921614,-0.21100898232921614,-0.21100898232921614,0.1722163917338778,1
T_3,2019-04-01 11:05:17,-0.5107043214600361,-0.539244959759575,-0.539244959759575,-0.5391726671663334,-0.5393096223436417,-0.22708617425624403,-0.220709412298307,-0.220709412298307,-0.220709412298307,-0.220709412298307,0.8469101838142702,1.055888205500785,1.055888205500785,1.0571866658776303,1.0545814574336216,0.3211022892717834,0.324123681240074,0.324123681240074,0.324123681240074,0.324123681240074,-1.6662217438313394,-2.2691567487923323,-2.2691567487923323,-2.270540702473556,-2.2676968090383065,-3.785685467269976,-3.795171663474817,-3.795171663474817,-3.795171663474817,-3.795171663474817,1.309542656723326,1.4560619271816901,1.4560619271816901,1.4562899631399813,1.4558159020147985,0.5580901808653084,0.5582118953658569,0.5582118953658569,0.5582118953658569,0.5582118953658569,0.9619477529290079,1
T_3,2019-04-01 11:05:18,-0.5107043214600361,-0.539244959759575,-0.539244959759575,-0.5391726671663334,-0.5393096223436417,-0.22708617425624403,-0.220709412298307,-0.220709412298307,-0.220709412298307,-0.220709412298307,-0.7564054430192336,-0.7984434728356486,-0.7984434728356486,-0.798425527247009,-0.7984537629312792,-0.3454805933864684,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,0.003720543909193099,0.005066851007063983,0.005066851007063983,0.005069941268284223,0.005063591074837232,0.0057194675475611915,0.005733799427959728,0.005733799427959728,0.005733799427959728,0.005733799427959728,-1.3152736967965133,-1.4624341894450674,-1.4624341894450674,-1.4626632233725412,-1.4621870875816028,-0.5605325886590297,-0.5606548358269765,-0.5606548358269765,-0.5606548358269765,-0.5606548358269765,0.04565117078444372,1
T_4,2019-04-01 11:05:18,-0.44797765281264446,-0.4615206526857554,-0.4615206526857554,-0.46150552312021303,-0.46153475863833693,-0.17954616302234622,-0.1782363742268978,-0.1782363742268978,-0.1782363742268978,-0.1782363742268978,-0.8780534558187172,-0.8869236110640528,-0.8869236110640528,-0.8869214701932776,-0.8869244817228621,-0.6052426532044911,-0.6048227864112863,-0.6048227864112863,-0.6048227864112863,-0.6048227864112863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522048983761927,-1.544189190642678,-1.544189190642678,-1.5441885830056612,-1.5441867600989936,-1.7921804204866458,-1.7922150981882414,-1.7922150981882414,-1.7922150981882414,-1.7922150981882414,0.10247703344409737,-1
T_1,2019-04-01 11:05:23,1.1149324232128617,1.6049820078623174,1.6049820078623174,1.6082734738321127,1.601678378017012,2.123319877932677,2.1698121276624103,2.1698121276624103,2.1698121276624103,2.1698121276624103,-0.7564054430192336,-0.7984434728356486,-0.7984434728356486,-0.798425527247009,-0.7984537629312792,-0.3454805933864684,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,1.6736628316497255,2.27929045080646,2.27929045080646,2.2806805850101246,2.277823991187981,1.9358892525455802,1.9407402169057373,1.9407402169057373,1.9407402169057373,1.9407402169057373,-0.002865520036593711,-0.0031861311316885997,-0.0031861311316885997,-0.003186630116280046,-0.003185592783402185,-0.001221203896860631,-0.0012214702305598617,-0.0012214702305598617,-0.0012214702305598617,-0.0012214702305598617,0.259225100817846,1
T_6,2019-04-01 11:05:23,1.1149324232128617,1.6049820078623174,1.6049820078623174,1.6082734738321127,1.601678378017012,6.572302762433135,6.694727899730911,6.694727899730911,6.694727899730911,6.694727899730911,-0.7564054430192336,-0.7984434728356486,-0.7984434728356486,-0.798425527247009,-0.7984537629312792,-0.3454805933864684,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,0.003720543909193099,0.005066851007063983,0.005066851007063983,0.005069941268284223,0.005063591074837232,3.6592551320080973,3.668424518225182,3.668424518225182,3.668424518225182,3.668424518225182,-0.002865520036593711,-0.0031861311316885997,-0.0031861311316885997,-0.003186630116280046,-0.003185592783402185,-0.001221203896860631,-0.0012214702305598617,-0.0012214702305598617,-0.0012214702305598617,-0.0012214702305598617,0.8099984339846871,1
T_1,2019-04-01 11:05:27,-0.5107043214600361,-0.539244959759575,-0.539244959759575,-0.5391726671663334,-0.5393096223436417,-0.22708617425624403,-0.220709412298307,-0.220709412298307,-0.220709412298307,-0.220709412298307,0.8906751717522495,1.1065050660722031,1.1065050660722031,1.1078384800871983,1.1051629291729617,1.8209137752528501,1.8227639662334396,1.8227639662334396,1.8227639662334396,1.8227639662334396,-1.6662217438313394,-2.2691567487923323,-2.2691567487923323,-2.270540702473556,-2.2676968090383065,-5.577985981910993,-5.591963336847039,-5.591963336847039,-5.591963336847039,-5.591963336847039,1.3453668744034348,1.4958943672837892,1.4958943672837892,1.4961286414579695,1.4956416117831524,1.8165407965801887,1.8169369679577945,1.8169369679577945,1.8169369679577945,1.8169369679577945,0.9981670610575072,1
T_9,2019-04-01 11:05:37,1.1593067006984847,1.6635120101923,1.6635120101923,1.6668913484946775,1.6601199677096155,2.7109213909799075,2.7674425126525897,2.7674425126525897,2.7674425126525897,2.7674425126525897,-0.7564054430192336,-0.7984434728356486,-0.7984434728356486,-0.798425527247009,-0.7984537629312792,-0.3454805933864684,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,-0.3419386676458661,1.7192464976833604,2.3413689129306396,2.3413689129306396,2.3427969086510227,2.339862513006242,2.4184316987950853,2.424491821275182,2.424491821275182,2.424491821275182,2.424491821275182,-1.3510979144766222,-1.5022666295471665,-1.5022666295471665,-1.5025019016905294,-1.5020127973499566,-1.8189832043739098,-1.8193799084189142,-1.8193799084189142,-1.8193799084189142,-1.8193799084189142,0.6010878788483698,1
